Ted per order,Priority 1
month,Priority
1,14.491705231388329
2,13.09207486631016
3,18.64006185180557
4,18.33471266564729
5,17.5572209000722
6,17.453642394244017
7,17.25132476855398
8,16.974054112931334
9,16.430420619419642
