Daily online hours,Priority 1
month,Priority
1,428.04018817204144
2,279.09800766283473
3,921.36353046595
4,990.3917870370371
5,976.3100448028664
6,1085.0570370370417
7,1192.4969086021508
8,1306.007365591398
9,1280.6983518518512
