Ted gmv,Priority 1
month,Priority
1,0.367192423956036
2,0.3423564950627024
3,0.4291473110802965
4,0.4345565157833425
5,0.4253249382018397
6,0.4218422037190976
7,0.4215452924112114
8,0.4185900629950455
9,0.4110035884434024
