B2c total burn,Priority 0,Priority 1,Priority 2,Priority 3,Priority 4,Priority 5
month,New Rs,Priority 1,Priority 2,Priority 3,Priority 4,Priority 5
1,2198786.98,29223.28,14976853.7,2863730.87,3073837.45,1036213.64
2,2272830.96,96927.27,10648768.61,1480937.5,4400404.13,1587969.77
3,2630844.66,13100596.56,4136051.42,277894.87,4826959.09,966332.0
4,3160348.88,19366533.48,6530114.71,203867.98,1510527.35,89742.73
5,4315088.51,16048595.64,4422508.15,414091.61,1588270.77,189380.69
6,4642074.61,14500557.95,5255567.54,775053.41,408258.28,90001.83
7,4671493.7,14910414.96,5649468.97,894120.3,143563.21,17954.07
