Bad rating rate,priority_4
month,Old priority,New priority
1,0.0278259529,0.02542911634
2,0.02832702286,0.02668539326
3,0.03036603855,0.02855382087
4,0.02894785675,0.03269586675
5,0.02775716842,0.02820466462
